side,state,name,sourceSheet,sourceRowNumber,siteID,targetRowNumber,reason
Spreadsheet 1 not spreadsheet 2,New York,Bear Mountain SP,New York,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Camillus Erie Canal Park,New York,122,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Captain John Smith Chesapeake NHT,New York,151,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Castle Clinton,New York,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Chesapeake Bay Watershed,New York,154,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Chittenango Landing Canal Boat Museum,New York,123,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Coles Creek SP,New York,112,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Corn Hill Navigation,New York,124,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,East Coast Memorial,New York,125,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Erie Canal Discovery Center,New York,126,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Erie Canal Museum,New York,127,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Erie Canalway NHC,New York,8,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Federal Hall NM,New York,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Five Rivers Environmental Education Center,New York,106,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Gateway NRA,New York,142,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,General Grant NM,New York,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Grafton Lakes SP,New York,108,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Grey Towers NHS,New York,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,H. Lee White Maritime Museum,New York,130,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Hamilton Grange NM,New York,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Historic Palmyra,New York,129,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Hudson River,New York,128,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Jamaica Bay Wildlife Refuge,New York,97,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,JohnBrown Farm SHP,New York,113,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Lower Eastside Tenement Museum NHS,New York,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,National Parks of NY Harbor,New York,53,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,"New York, Pennslyvania",New York,162,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",New York,168,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,New York's State Parks,New York,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Nicandri Nature Center,New York,131,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,North Country NST,New York,157,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Peebles Island State Park Visitor Center,New York,132,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Point Au Roche SP,New York,110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Robert Moses SP,New York,111,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Saint Paul's Church NHS,New York,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Saratoga Spa SP,New York,107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Schoharie Crossing State Historic Site,New York,133,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Seneca Falls Museum & Tourism Center,New York,134,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Southwick Beach SP,New York,116,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Staatsburgh State Historic Site,New York,118,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Taconic SP,New York,119,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Thacher SP,New York,115,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,The Lawson Center Boat Museum,New York,135,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Theodore Roosevelt Inagural NHS,New York,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Thomas Cole NHS,New York,82,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Tug Hill Region,New York,136,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Up Yonda Farm,New York,137,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Upper Delaware S&RR,New York,161,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Washington-Rochambeau Revolutionary Route NHT,New York,166,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Wellesley Island SP,New York,117,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Appalachian NST,North Carolina,120,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Bentonville Battlefield SHS,North Carolina,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Blue Ridge Parkway,North Carolina,124,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Bodie Island Light Station,North Carolina,103,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Cape Fear Botanical Carden,North Carolina,100,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,City of Lake Waccamaw - Elizabeth Brinkley Park,North Carolina,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Croatan NF,North Carolina,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Falls Lake SRA,North Carolina,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Falls Lake Visitor Center,North Carolina,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Fort Dobbs SHS,North Carolina,68,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Fort Fisher SRA,North Carolina,69,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Fort Raleigh NHS,North Carolina,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Grandfather Mountain,North Carolina,101,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Great Smoky Mountains NP,North Carolina,117,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Hemlock Bluffs Nature Preserve,North Carolina,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Jordan Lake SRA,North Carolina,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Kerr Lake SRA,North Carolina,80,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Mattamuskeet NWR,North Carolina,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Mayo River SP,North Carolina,85,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Merchants Millpond SP,North Carolina,87,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Mount Jefferson,North Carolina,89,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Mt. Mitchell SP,North Carolina,90,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,North Carolina's State Parks,North Carolina,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Outer Banks Lighthouse Society,North Carolina,106,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Overmountain Victory NHT,North Carolina,127,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Price Lake,North Carolina,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Salem Lake Park,North Carolina,115,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,South Mountains SP,North Carolina,96,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Southeast Region National Fish Hatcheries,North Carolina,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Trail of Tears NHT,North Carolina,132,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Carolina,Wright Brothers NM,North Carolina,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,Dakota Prairie Grasslands,North Dakota,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,Lewis and Clark NHT,North Dakota,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,North Country NST,North Dakota,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,Sheyenne NG,North Dakota,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,Sullys Hill NGP,North Dakota,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,North Dakota,White Horse Hill NGP,North Dakota,17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Northern Mariana Islands,Saipan Memorial,Northern Mariana Islands,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Cuyahoga Valley NP,Ohio,5,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,"Delaware Creek, US Army Corps of Engineers",Ohio,71,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Design Outreach,Ohio,75,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Dilon Lake Project Office,Ohio,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Fort Ancient Earthworks,Ohio,77,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Greene County Parks and Trails,Ohio,81,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Hopewell Culture NHS,Ohio,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Lewis and Clark NHT,Ohio,82,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Lick Run Greenway,Ohio,80,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Mosquito Creek Lake Project Office,Ohio,74,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,"Muskingum Area, US Army Corps of Engineers",Ohio,72,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,North Country NST,Ohio,87,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Perry's Victory and International Peace M,Ohio,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Portage County Park District,Ohio,76,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Preble County Historical Society,Ohio,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Reynoldsburg Parks and Recreation,Ohio,78,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Ohio,Wayne NF,Ohio,66,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Beaver's Bend SP,Oklahoma,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Butterfield Overland Trail,Oklahoma,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,City of Oklahoma City - Scissortail Park,Oklahoma,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Fort Sill MWR,Oklahoma,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,McClellan-Kerr Arkansas RNS,Oklahoma,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Oklahoma City NM,Oklahoma,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Oklahoma SP,Oklahoma,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Oologah Historical Museum,Oklahoma,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Santa Fe NHT,Oklahoma,32,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Trail of Tears NHT,Oklahoma,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Washita Battlefield NHS,Oklahoma,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oklahoma,Wichita Mountains NWR,Oklahoma,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Bonneville Lock & Dam,Oregon,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,California NHT,Oregon,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,City of Lake Oswego,Oregon,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,City of Portland - Portland General Electric Parks,Oregon,39,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,City of Tigard Parks & Rec,Oregon,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Columbia River Gorge NSR,Oregon,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Deschutes NF,Oregon,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Fisherman's Bend Recreation Site,Oregon,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Ice Age Floods NGT,Oregon,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,John Day Fossil Beds NM,Oregon,4,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Lewis & Clark NHP and SHP,Oregon,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Lewis and Clark NHT,Oregon,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Lincoln City Parks and Recreation,Oregon,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Medford District,Oregon,17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Multnomah Falls,Oregon,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,New River Nature Center,Oregon,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Oregon Coast Museum,Oregon,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Oregon NHT,Oregon,68,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Oregon SP,Oregon,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Oregon Trail Interpretive Center,Oregon,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Portland District,Oregon,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Provolt Recreation Area,Oregon,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Scoggins Valley Park,Oregon,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Silver Falls State Park,Oregon,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Siuslaw NF - Cape Perpetua SA,Oregon,32,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Tualatin Public Library,Oregon,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Tyron Creek State Natural Area,Oregon,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Umatilla NF,Oregon,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Umpqua NF,Oregon,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Wildwood Recreation Center,Oregon,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Yachats Chamber Visitor Center,Oregon,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Oregon,Yaquina Head ONA,Oregon,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,4,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,5,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,6,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,7,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,8,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,9,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,BLM Badge,Other,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Conductor,Other,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Forest Ranger,Other,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,39,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,41,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,53,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,57,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,59,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,60,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,62,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,64,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,65,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,66,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,68,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,70,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,72,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,75,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,77,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,81,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Other,Junior Guide pin,Other,83,,,no-confident-match
